,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id,Point_o,origin_x,origin_y,Point_d,destination_x,destination_y
564,46442357,297096672,2020-10-29 14:37:27,,0 days 00:44:17.000000000,2020-10-29 15:21:44,,2657,564,POINT (4.8815818 52.3834977),4.8815818,52.3834977,POINT (4.8578596 52.3771178),4.8578596,52.3771178
883,7042617202,297095273,2020-10-29 14:37:31,,0 days 00:12:55.000000000,2020-10-29 14:50:26,,775,883,POINT (4.8738302 52.367724),4.8738302,52.367724,POINT (4.8679436 52.3704575),4.8679436,52.3704575
341,46208355,1801559761,2020-10-29 14:37:35,,0 days 02:05:53.000000000,2020-10-29 16:43:28,,7553,341,POINT (4.88803 52.3321036),4.88803,52.3321036,POINT (4.8401654 52.3761501),4.8401654,52.3761501
241,46424273,46372231,2020-10-29 14:37:38,,0 days 01:56:44.000000000,2020-10-29 16:34:22,,7004,241,POINT (4.8459297 52.3794157),4.8459297,52.3794157,POINT (4.9218683 52.3687283),4.9218683,52.3687283
136,46255080,46397577,2020-10-29 14:37:39,,0 days 01:09:19.000000000,2020-10-29 15:46:58,,4159,136,POINT (4.8767694 52.3418303),4.8767694,52.3418303,POINT (4.8695219 52.3738831),4.8695219,52.3738831
309,2001416098,46452951,2020-10-29 14:37:43,,0 days 02:11:24.000000000,2020-10-29 16:49:07,,7884,309,POINT (4.9778226 52.3623626),4.9778226,52.3623626,POINT (4.8843333 52.3859685),4.8843333,52.3859685
113,46374203,46407707,2020-10-29 14:37:44,,0 days 00:25:45.000000000,2020-10-29 15:03:29,,1545,113,POINT (4.8677348 52.3691288),4.8677348,52.3691288,POINT (4.85916 52.37607),4.85916,52.37607
732,46305534,46310737,2020-10-29 14:37:47,,0 days 00:54:22.000000000,2020-10-29 15:32:09,,3262,732,POINT (4.9142349 52.3534924),4.9142349,52.3534924,POINT (4.8855635 52.3545231),4.8855635,52.3545231
110,46341110,3300515579,2020-10-29 14:37:56,,0 days 00:49:07.000000000,2020-10-29 15:27:03,,2947,110,POINT (4.8260894 52.3612502),4.8260894,52.3612502,POINT (4.8489985 52.3727154),4.8489985,52.3727154
800,1587126037,46415824,2020-10-29 14:38:06,,0 days 00:11:50.000000000,2020-10-29 14:49:56,,710,800,POINT (4.8752563 52.3746506),4.8752563,52.3746506,POINT (4.8747225 52.3777802),4.8747225,52.3777802
509,46421343,46351355,2020-10-29 14:38:07,,0 days 00:34:48.000000000,2020-10-29 15:12:55,,2088,509,POINT (4.85185 52.3789374),4.85185,52.3789374,POINT (4.8530827 52.36374),4.8530827,52.36374
456,46444706,297095273,2020-10-29 14:38:07,,0 days 00:36:29.000000000,2020-10-29 15:14:36,,2189,456,POINT (4.8554989 52.3840468),4.8554989,52.3840468,POINT (4.8679436 52.3704575),4.8679436,52.3704575
433,46206767,798909668,2020-10-29 14:38:09,,0 days 01:34:05.000000000,2020-10-29 16:12:14,,5645,433,POINT (4.8730462 52.3317585),4.8730462,52.3317585,POINT (4.8764631 52.3722702),4.8764631,52.3722702
850,434441227,46365303,2020-10-29 14:38:10,,0 days 00:32:05.000000000,2020-10-29 15:10:15,,1925,850,POINT (4.8790583 52.3815367),4.8790583,52.3815367,POINT (4.8796558 52.3672059),4.8796558,52.3672059
385,46305299,452485058,2020-10-29 14:38:12,,0 days 01:38:52.000000000,2020-10-29 16:17:04,,5932,385,POINT (4.8268075 52.3531951),4.8268075,52.3531951,POINT (4.8961713 52.3632864),4.8961713,52.3632864
860,46517047,46360239,2020-10-29 14:38:13,,0 days 01:39:36.000000000,2020-10-29 16:17:49,,5976,860,POINT (4.8606402 52.404024),4.8606402,52.404024,POINT (4.8575444 52.3659847),4.8575444,52.3659847
108,1119939481,46363201,2020-10-29 14:38:14,,0 days 00:58:59.000000000,2020-10-29 15:37:13,,3539,108,POINT (4.8853278 52.3904832),4.8853278,52.3904832,POINT (4.8648219 52.3667811),4.8648219,52.3667811
773,442534796,46375398,2020-10-29 14:38:21,,0 days 01:45:22.000000000,2020-10-29 16:23:43,,6322,773,POINT (4.8030466 52.3904421),4.8030466,52.3904421,POINT (4.8687126 52.3693688),4.8687126,52.3693688
866,3276629232,46296111,2020-10-29 14:38:26,,0 days 00:30:29.000000000,2020-10-29 15:08:55,,1829,866,POINT (4.8920808 52.3409513),4.8920808,52.3409513,POINT (4.9024729 52.3509809),4.9024729,52.3509809
571,5148513337,1587126023,2020-10-29 14:38:28,,0 days 00:47:36.000000000,2020-10-29 15:26:04,,2856,571,POINT (4.8551498 52.3599277),4.8551498,52.3599277,POINT (4.8751215 52.374088),4.8751215,52.374088
73,798909747,46342707,2020-10-29 14:38:31,,0 days 00:24:29.000000000,2020-10-29 15:03:00,,1469,73,POINT (4.8765532 52.3724455),4.8765532,52.3724455,POINT (4.8821335 52.3616757),4.8821335,52.3616757
725,46270290,46402974,2020-10-29 14:38:35,,0 days 02:10:03.000000000,2020-10-29 16:48:38,,7803,725,POINT (4.8088009 52.3449926),4.8088009,52.3449926,POINT (4.8831752 52.3751095),4.8831752,52.3751095
158,3177152066,46267324,2020-10-29 14:38:36,,0 days 00:58:34.000000000,2020-10-29 15:37:10,,3514,158,POINT (4.8928195 52.3653382),4.8928195,52.3653382,POINT (4.8688837 52.3443876),4.8688837,52.3443876
604,46488741,46374243,2020-10-29 14:38:36,,0 days 01:33:23.000000000,2020-10-29 16:11:59,,5603,604,POINT (4.8504724 52.3946575),4.8504724,52.3946575,POINT (4.8795343 52.3691597),4.8795343,52.3691597
579,46379143,27471867,2020-10-29 14:38:37,,0 days 00:22:42.000000000,2020-10-29 15:01:19,,1362,579,POINT (4.8539521 52.3700799),4.8539521,52.3700799,POINT (4.8681061 52.368292),4.8681061,52.368292
394,46361176,46408252,2020-10-29 14:38:40,,0 days 00:26:26.000000000,2020-10-29 15:05:06,,1586,394,POINT (4.8824493 52.3661855),4.8824493,52.3661855,POINT (4.8915129 52.3762131),4.8915129,52.3762131
290,46426758,46417788,2020-10-29 14:38:46,,0 days 00:50:26.000000000,2020-10-29 15:29:12,,3026,290,POINT (4.8843078 52.3800908),4.8843078,52.3800908,POINT (4.855291 52.3782172),4.855291,52.3782172
280,46332060,415961034,2020-10-29 14:38:48,,0 days 00:57:28.000000000,2020-10-29 15:36:16,,3448,280,POINT (4.8283902 52.3592043),4.8283902,52.3592043,POINT (4.8509159 52.3708625),4.8509159,52.3708625
75,46317938,46403983,2020-10-29 14:38:53,,0 days 00:57:38.000000000,2020-10-29 15:36:31,,3458,75,POINT (4.8671998 52.3560256),4.8671998,52.3560256,POINT (4.8808602 52.3753017),4.8808602,52.3753017
61,2309566351,46413931,2020-10-29 14:38:56,,0 days 00:52:47.000000000,2020-10-29 15:31:43,,3167,61,POINT (4.8577586 52.364769),4.8577586,52.364769,POINT (4.8928348 52.3774051),4.8928348,52.3774051
234,46444670,5830440708,2020-10-29 14:38:59,,0 days 01:32:18.000000000,2020-10-29 16:11:17,,5538,234,POINT (4.8152929 52.3840122),4.8152929,52.3840122,POINT (4.8781235 52.3688095),4.8781235,52.3688095
278,46383334,2877620938,2020-10-29 14:39:02,,0 days 00:42:28.000000000,2020-10-29 15:21:30,,2548,278,POINT (4.8298254 52.371112),4.8298254,52.371112,POINT (4.8615838 52.3688071),4.8615838,52.3688071
74,5024604734,1069320425,2020-10-29 14:39:10,,0 days 01:51:48.000000000,2020-10-29 16:30:58,,6708,74,POINT (4.8328182 52.3970723),4.8328182,52.3970723,POINT (4.8860563 52.3659327),4.8860563,52.3659327
380,6019977929,46383466,2020-10-29 14:39:14,,0 days 01:28:57.000000000,2020-10-29 16:08:11,,5337,380,POINT (4.8506174 52.392105),4.8506174,52.392105,POINT (4.8825187 52.3709997),4.8825187,52.3709997
470,46299442,46387813,2020-10-29 14:39:19,,0 days 00:50:26.000000000,2020-10-29 15:29:45,,3026,470,POINT (4.8945117 52.3518758),4.8945117,52.3518758,POINT (4.882616 52.3719676),4.882616,52.3719676
405,46364924,46286182,2020-10-29 14:39:20,,0 days 01:08:06.000000000,2020-10-29 15:47:26,,4086,405,POINT (4.8403741 52.3672277),4.8403741,52.3672277,POINT (4.8687137 52.3487463),4.8687137,52.3487463
797,46470049,2993668859,2020-10-29 14:39:26,,0 days 00:58:35.000000000,2020-10-29 15:38:01,,3515,797,POINT (4.881988 52.3898064),4.881988,52.3898064,POINT (4.8801321 52.3630178),4.8801321,52.3630178
545,46376216,803491382,2020-10-29 14:39:26,,0 days 01:18:05.000000000,2020-10-29 15:57:31,,4685,545,POINT (4.8379878 52.3695612),4.8379878,52.3695612,POINT (4.8790877 52.3514908),4.8790877,52.3514908
556,6931074861,3300514053,2020-10-29 14:39:31,,0 days 00:45:20.000000000,2020-10-29 15:24:51,,2720,556,POINT (4.8492003 52.3516101),4.8492003,52.3516101,POINT (4.8592182 52.3692932),4.8592182,52.3692932
844,3416675270,46372266,2020-10-29 14:39:33,,0 days 00:44:02.000000000,2020-10-29 15:23:35,,2642,844,POINT (4.8921107 52.362934),4.8921107,52.362934,POINT (4.8659256 52.3687104),4.8659256,52.3687104
918,46351516,46403391,2020-10-29 14:39:33,,0 days 00:39:20.000000000,2020-10-29 15:18:53,,2360,918,POINT (4.8680426 52.363578),4.8680426,52.363578,POINT (4.8861459 52.3752068),4.8861459,52.3752068
222,1655770314,3296689778,2020-10-29 14:39:34,,0 days 01:21:00.000000000,2020-10-29 16:00:34,,4860,222,POINT (4.8240707 52.358988),4.8240707,52.358988,POINT (4.8850788 52.3610592),4.8850788,52.3610592
837,46413548,46372441,2020-10-29 14:39:35,,0 days 01:41:05.000000000,2020-10-29 16:20:40,,6065,837,POINT (4.81436 52.37729),4.81436,52.37729,POINT (4.8875603 52.3687488),4.8875603,52.3687488
254,1947215965,46269246,2020-10-29 14:39:38,,0 days 02:08:10.000000000,2020-10-29 16:47:48,,7690,254,POINT (4.9522006 52.3562833),4.9522006,52.3562833,POINT (4.8580525 52.3448164),4.8580525,52.3448164
589,46352560,2309524252,2020-10-29 14:39:39,,0 days 01:45:02.000000000,2020-10-29 16:24:41,,6302,589,POINT (4.9429085 52.3639451),4.9429085,52.3639451,POINT (4.8703123 52.3702697),4.8703123,52.3702697
303,46384645,46290067,2020-10-29 14:39:40,,0 days 00:53:49.000000000,2020-10-29 15:33:29,,3229,303,POINT (4.8664042 52.3711853),4.8664042,52.3711853,POINT (4.8709739 52.3497319),4.8709739,52.3497319
841,5194341982,46361176,2020-10-29 14:39:42,,0 days 00:30:43.000000000,2020-10-29 15:10:25,,1843,841,POINT (4.8902429 52.3556471),4.8902429,52.3556471,POINT (4.8824493 52.3661855),4.8824493,52.3661855
26,6653563597,2308176060,2020-10-29 14:39:43,,0 days 01:02:00.000000000,2020-10-29 15:41:43,,3720,26,POINT (4.8768611 52.3410514),4.8768611,52.3410514,POINT (4.8705674 52.371053),4.8705674,52.371053
670,494157307,2300133206,2020-10-29 14:39:48,,0 days 00:24:23.000000000,2020-10-29 15:04:11,,1463,670,POINT (4.8646155 52.3646328),4.8646155,52.3646328,POINT (4.8739737 52.3648367),4.8739737,52.3648367
890,46380090,46414738,2020-10-29 14:39:48,,0 days 00:28:45.000000000,2020-10-29 15:08:33,,1725,890,POINT (4.8722102 52.3702867),4.8722102,52.3702867,POINT (4.8606918 52.3775265),4.8606918,52.3775265
79,997996379,46351147,2020-10-29 14:39:50,,0 days 02:00:23.000000000,2020-10-29 16:40:13,,7223,79,POINT (4.7789981 52.3579969),4.7789981,52.3579969,POINT (4.86683 52.3636238),4.86683,52.3636238
888,46433785,2309516124,2020-10-29 14:39:53,,0 days 02:23:38.000000000,2020-10-29 17:03:31,,8618,888,POINT (4.9110991 52.3815381),4.9110991,52.3815381,POINT (4.8713819 52.3724365),4.8713819,52.3724365
975,46413153,46339348,2020-10-29 14:39:59,,0 days 01:31:27.000000000,2020-10-29 16:11:26,,5487,975,POINT (4.8189232 52.3771725),4.8189232,52.3771725,POINT (4.8678749 52.3608805),4.8678749,52.3608805
605,46479344,2296170442,2020-10-29 14:40:03,,0 days 02:10:01.000000000,2020-10-29 16:50:04,,7801,605,POINT (4.9127781 52.3920687),4.9127781,52.3920687,POINT (4.8706782 52.3715865),4.8706782,52.3715865
281,3962093085,3411610216,2020-10-29 14:40:07,,0 days 00:40:06.000000000,2020-10-29 15:20:13,,2406,281,POINT (4.8841572 52.3478347),4.8841572,52.3478347,POINT (4.8926849 52.3650396),4.8926849,52.3650396
779,1379352901,722976570,2020-10-29 14:40:12,,0 days 01:21:20.000000000,2020-10-29 16:01:32,,4880,779,POINT (4.870609 52.3261447),4.870609,52.3261447,POINT (4.8758385 52.3618682),4.8758385,52.3618682
912,6034236151,46386453,2020-10-29 14:40:16,,0 days 01:11:30.000000000,2020-10-29 15:51:46,,4290,912,POINT (4.8357871 52.3563023),4.8357871,52.3563023,POINT (4.8765686 52.3716303),4.8765686,52.3716303
461,1332259386,3411610212,2020-10-29 14:40:18,,0 days 01:01:52.000000000,2020-10-29 15:42:10,,3712,461,POINT (4.8493296 52.3697808),4.8493296,52.3697808,POINT (4.8928579 52.3650167),4.8928579,52.3650167
275,46286216,46352078,2020-10-29 14:40:22,,0 days 00:48:46.000000000,2020-10-29 15:29:08,,2926,275,POINT (4.8830696 52.3487126),4.8830696,52.3487126,POINT (4.8666033 52.3639229),4.8666033,52.3639229
740,46402854,2309524252,2020-10-29 14:40:28,,0 days 00:59:57.000000000,2020-10-29 15:40:25,,3597,740,POINT (4.82692 52.37506),4.82692,52.37506,POINT (4.8703123 52.3702697),4.8703123,52.3702697
741,46421798,452003283,2020-10-29 14:40:33,,0 days 00:11:47.000000000,2020-10-29 14:52:20,,707,741,POINT (4.8916175 52.3791162),4.8916175,52.3791162,POINT (4.8856667 52.3754298),4.8856667,52.3754298
426,412764308,46442407,2020-10-29 14:40:36,,0 days 01:19:08.000000000,2020-10-29 15:59:44,,4748,426,POINT (4.8030321 52.384247),4.8030321,52.384247,POINT (4.8703434 52.3834974),4.8703434,52.3834974
816,2899903558,1976785464,2020-10-29 14:40:37,,0 days 01:33:12.000000000,2020-10-29 16:13:49,,5592,816,POINT (4.8535645 52.380691),4.8535645,52.380691,POINT (4.8767773 52.3468186),4.8767773,52.3468186
520,3300743905,1435334715,2020-10-29 14:40:38,,0 days 00:57:51.000000000,2020-10-29 15:38:29,,3471,520,POINT (4.8929841 52.3595336),4.8929841,52.3595336,POINT (4.8625436 52.3757933),4.8625436,52.3757933
611,46345976,46404816,2020-10-29 14:40:38,,0 days 00:31:32.000000000,2020-10-29 15:12:10,,1892,611,POINT (4.8736177 52.3623806),4.8736177,52.3623806,POINT (4.8765951 52.3754986),4.8765951,52.3754986
722,46352495,46358880,2020-10-29 14:40:45,,0 days 00:16:35.000000000,2020-10-29 14:57:20,,995,722,POINT (4.8705089 52.3639945),4.8705089,52.3639945,POINT (4.8784504 52.3656484),4.8784504,52.3656484
721,46198141,3296689787,2020-10-29 14:40:47,,0 days 01:15:36.000000000,2020-10-29 15:56:23,,4536,721,POINT (4.8732792 52.3297694),4.8732792,52.3297694,POINT (4.8822982 52.3617113),4.8822982,52.3617113
323,6296436093,3297465151,2020-10-29 14:40:51,,0 days 01:07:48.000000000,2020-10-29 15:48:39,,4068,323,POINT (4.9335684 52.3724315),4.9335684,52.3724315,POINT (4.884277 52.3858733),4.884277,52.3858733
584,46472621,2298641931,2020-10-29 14:40:56,,0 days 01:48:53.000000000,2020-10-29 16:29:49,,6533,584,POINT (4.7946813 52.3903378),4.7946813,52.3903378,POINT (4.8721254 52.3748257),4.8721254,52.3748257
308,46417788,46414836,2020-10-29 14:40:58,,0 days 00:13:34.000000000,2020-10-29 14:54:32,,814,308,POINT (4.855291 52.3782172),4.855291,52.3782172,POINT (4.8462392 52.3779011),4.8462392,52.3779011
168,46384186,46373276,2020-10-29 14:40:58,,0 days 01:17:16.000000000,2020-10-29 15:58:14,,4636,168,POINT (4.8768959 52.3711489),4.8768959,52.3711489,POINT (4.840345 52.3689318),4.840345,52.3689318
480,7014652996,46482541,2020-10-29 14:41:08,,0 days 02:03:25.000000000,2020-10-29 16:44:33,,7405,480,POINT (4.9164865 52.3594103),4.9164865,52.3594103,POINT (4.8553135 52.3928456),4.8553135,52.3928456
683,2309564230,4119470844,2020-10-29 14:41:12,,0 days 00:31:56.000000000,2020-10-29 15:13:08,,1916,683,POINT (4.8568621 52.3646931),4.8568621,52.3646931,POINT (4.8800881 52.3662498),4.8800881,52.3662498
805,46206760,2311111527,2020-10-29 14:41:15,,0 days 01:22:10.000000000,2020-10-29 16:03:25,,4930,805,POINT (4.8700335 52.3317152),4.8700335,52.3317152,POINT (4.8729685 52.366205),4.8729685,52.366205
959,295681899,271391421,2020-10-29 14:41:19,,0 days 01:21:31.000000000,2020-10-29 16:02:50,,4891,959,POINT (4.9105395 52.3484186),4.9105395,52.3484186,POINT (4.8907506 52.3714896),4.8907506,52.3714896
730,46395874,46380093,2020-10-29 14:41:19,,0 days 00:25:09.000000000,2020-10-29 15:06:28,,1509,730,POINT (4.8703682 52.3736015),4.8703682,52.3736015,POINT (4.882463 52.3702527),4.882463,52.3702527
159,46420688,2306442648,2020-10-29 14:41:22,,0 days 00:18:20.000000000,2020-10-29 14:59:42,,1100,159,POINT (4.8754226 52.378775),4.8754226,52.378775,POINT (4.8640173 52.3753475),4.8640173,52.3753475
265,46429065,2311108506,2020-10-29 14:41:23,,0 days 00:42:53.000000000,2020-10-29 15:24:16,,2573,265,POINT (4.8910133 52.3805411),4.8910133,52.3805411,POINT (4.8738375 52.3650389),4.8738375,52.3650389
9,46520214,46435845,2020-10-29 14:41:24,,0 days 02:21:15.000000000,2020-10-29 17:02:39,,8475,9,POINT (4.8975374 52.4050495),4.8975374,52.4050495,POINT (4.8835264 52.3820059),4.8835264,52.3820059
476,46390320,46372928,2020-10-29 14:41:39,,0 days 01:01:08.000000000,2020-10-29 15:42:47,,3668,476,POINT (4.8415907 52.3724394),4.8415907,52.3724394,POINT (4.8842672 52.3688629),4.8842672,52.3688629
558,46534332,46380158,2020-10-29 14:41:41,,0 days 02:37:17.000000000,2020-10-29 17:18:58,,9437,558,POINT (4.930237 52.4094759),4.930237,52.4094759,POINT (4.8801521 52.3703137),4.8801521,52.3703137
313,1578180262,7230058498,2020-10-29 14:41:47,,0 days 02:46:37.000000000,2020-10-29 17:28:24,,9997,313,POINT (4.9517861 52.3562736),4.9517861,52.3562736,POINT (4.8371323 52.3695866),4.8371323,52.3695866
403,1332084350,46405764,2020-10-29 14:41:51,,0 days 00:36:26.000000000,2020-10-29 15:18:17,,2186,403,POINT (4.8588815 52.3714673),4.8588815,52.3714673,POINT (4.8827109 52.3757143),4.8827109,52.3757143
85,5110965749,46402592,2020-10-29 14:41:52,,0 days 00:52:42.000000000,2020-10-29 15:34:34,,3162,85,POINT (4.8806302 52.3913198),4.8806302,52.3913198,POINT (4.8616563 52.3750596),4.8616563,52.3750596
774,46341197,46421006,2020-10-29 14:41:57,,0 days 01:59:21.000000000,2020-10-29 16:41:18,,7161,774,POINT (4.9416141 52.361231),4.9416141,52.361231,POINT (4.8732885 52.3789218),4.8732885,52.3789218
343,46332063,46421834,2020-10-29 14:41:59,,0 days 01:23:11.000000000,2020-10-29 16:05:10,,4991,343,POINT (4.830329 52.3592279),4.830329,52.3592279,POINT (4.8715764 52.3791219),4.8715764,52.3791219
6,46315508,46450028,2020-10-29 14:41:59,,0 days 01:50:31.000000000,2020-10-29 16:32:30,,6631,6,POINT (4.911325 52.3554368),4.911325,52.3554368,POINT (4.8631674 52.3852259),4.8631674,52.3852259
229,46298944,46386137,2020-10-29 14:42:02,,0 days 00:59:22.000000000,2020-10-29 15:41:24,,3562,229,POINT (4.8991356 52.3516846),4.8991356,52.3516846,POINT (4.8732815 52.3715582),4.8732815,52.3715582
692,46299844,46432933,2020-10-29 14:42:02,,0 days 02:44:38.000000000,2020-10-29 17:26:40,,9878,692,POINT (4.7757499 52.3518982),4.7757499,52.3518982,POINT (4.8894957 52.3813745),4.8894957,52.3813745
173,280452516,46381235,2020-10-29 14:42:09,,0 days 01:14:01.000000000,2020-10-29 15:56:10,,4441,173,POINT (4.8766521 52.3623788),4.8766521,52.3623788,POINT (4.9089712 52.3705114),4.9089712,52.3705114
906,46351147,46393080,2020-10-29 14:42:13,,0 days 00:27:13.000000000,2020-10-29 15:09:26,,1633,906,POINT (4.86683 52.3636238),4.86683,52.3636238,POINT (4.868674 52.3729951),4.868674,52.3729951
384,46415427,46403979,2020-10-29 14:42:14,,0 days 00:50:57.000000000,2020-10-29 15:33:11,,3057,384,POINT (4.8116602 52.3776535),4.8116602,52.3776535,POINT (4.847619 52.3752954),4.847619,52.3752954
754,4546369295,46352495,2020-10-29 14:42:28,,0 days 00:38:54.000000000,2020-10-29 15:21:22,,2334,754,POINT (4.8856557 52.3496672),4.8856557,52.3496672,POINT (4.8705089 52.3639945),4.8705089,52.3639945
846,46529561,46376972,2020-10-29 14:42:39,,0 days 02:33:46.000000000,2020-10-29 17:16:25,,9226,846,POINT (4.9151902 52.4078174),4.9151902,52.4078174,POINT (4.8805935 52.369657),4.8805935,52.369657
737,1976839585,1587126037,2020-10-29 14:42:41,,0 days 00:50:53.000000000,2020-10-29 15:33:34,,3053,737,POINT (4.8791458 52.3514705),4.8791458,52.3514705,POINT (4.8752563 52.3746506),4.8752563,52.3746506
144,4296408722,46434866,2020-10-29 14:42:42,,0 days 02:38:49.000000000,2020-10-29 17:21:31,,9529,144,POINT (4.920215 52.4132916),4.920215,52.4132916,POINT (4.8819164 52.3817671),4.8819164,52.3817671
253,46283758,46438252,2020-10-29 14:42:48,,0 days 01:40:25.000000000,2020-10-29 16:23:13,,6025,253,POINT (4.8461104 52.3480993),4.8461104,52.3480993,POINT (4.8756788 52.3825239),4.8756788,52.3825239
827,46274493,348133676,2020-10-29 14:42:54,,0 days 01:48:32.000000000,2020-10-29 16:31:26,,6512,827,POINT (4.9338976 52.3458146),4.9338976,52.3458146,POINT (4.8917768 52.3866285),4.8917768,52.3866285
379,46434754,46389117,2020-10-29 14:42:57,,0 days 00:33:51.000000000,2020-10-29 15:16:48,,2031,379,POINT (4.8426442 52.3817081),4.8426442,52.3817081,POINT (4.8603183 52.3722016),4.8603183,52.3722016
399,46316441,46370194,2020-10-29 14:42:59,,0 days 00:39:16.000000000,2020-10-29 15:22:15,,2356,399,POINT (4.8851366 52.3556852),4.8851366,52.3556852,POINT (4.88029 52.36825),4.88029,52.36825
151,1593921082,46415824,2020-10-29 14:43:10,,0 days 02:12:40.000000000,2020-10-29 16:55:50,,7960,151,POINT (4.7854096 52.3558653),4.7854096,52.3558653,POINT (4.8747225 52.3777802),4.8747225,52.3777802
412,46296438,2309566346,2020-10-29 14:43:14,,0 days 01:46:54.000000000,2020-10-29 16:30:08,,6414,412,POINT (4.7785521 52.3511125),4.7785521,52.3511125,POINT (4.8577894 52.3646609),4.8577894,52.3646609
